"Year","Month","Keyword","Frequency"
1989,10,stars: individual constellation name: tx piscium,1
1989,10,stars: symbiotic,1
1989,10,statistical analysis,1
1989,10,stellar atmospheres,1
1989,10,stellar coronas,1
1989,10,stellar mass ejection,1
1989,10,stellar models,1
1989,10,stellar motions,1
1989,10,stellar orbits,1
1989,10,stellar radiation,1
1989,10,stellar winds,1
1989,10,sun: chromosphere,1
1989,10,symbiotic stars,1
1989,10,tensors,1
1989,10,thermal conductivity,1
1989,10,thermodynamic equilibrium,1
1989,10,triple stars,1
1989,10,ultraviolet astronomy,1
1989,10,ultraviolet radiation,1
1989,10,ultraviolet spectrometers,1
1989,10,ultraviolet: spectra,1
1989,10,universe,1
1989,10,v714 cygni,1
1989,10,virgo galactic cluster,1
1989,10,x ray astrophysics facility,1
1989,10,x ray binaries,1
1989,10,x ray scattering,1
1989,10,x ray sources,1
1989,10,x ray stars,1
1989,10,x-ray telescopes,1
1989,10,x-rays: binaries,1
1989,10,x-rays: sources,1
1989,10,x-rays: spectra,1
1989,11,32.60.+i,1
1989,11,32.80.fb,1
1989,11,4,1
1989,11,a stars,1
1989,11,albedo,1
1989,11,algorithms,1
1989,11,astro missions (sts),1
1989,11,astronomical maps,1
1989,11,atmospheric attenuation,1
1989,11,atmospheric refraction,1
1989,11,atmospheric scattering,1
1989,11,background noise,1
1989,11,barred galaxies,1
1989,11,binary stars,1
1989,11,bl lacertae objects,1
1989,11,black holes,1
1989,11,black holes (astronomy),1
1989,11,brightness temperature,1
1989,11,calibrating,1
1989,11,cameras,1
1989,11,canonical forms,1
1989,11,carbon compounds,1
1989,11,cataclysmic variables,1
1989,11,celestial mechanics,1
1989,11,centaurus constellation,1
1989,11,cerenkov counters,1
1989,11,cerenkov radiation,1
1989,11,charge coupled devices,1
1989,11,charged particles,1
1989,11,chromosphere,1
1989,11,companion stars,1
1989,11,comparison,1
1989,11,computational astrophysics,1
1989,11,cosmic background radiation,1
1989,11,cosmic dust,1
1989,11,cosmic gases,1
1989,11,crab nebula,1
1989,11,cygnus constellation,1
1989,11,data reduction,1
1989,11,design analysis,1
1989,11,dwarf galaxies,1
1989,11,echelle gratings,1
1989,11,elliptical galaxies,1
1989,11,exosat satellite,1
1989,11,f stars,1
1989,11,fiber optics,1
1989,11,field of view,1
1989,11,flux density,1
1989,11,fourier transformation,1
1989,11,galactic bulge,1
1989,11,galactic clusters,1
1989,11,galactic nuclei,1
1989,11,galaxies: distances,1
1989,11,galaxies: evolution,1
1989,11,galaxies: formation,1
1989,11,galaxies: individual,1
1989,11,galaxies: individual alphanumeric: ic 694,1
1989,11,galaxies: individual name: arp 299,1
1989,11,galaxies: individual ngc number: ngc 3690,1
1989,11,galaxies: interactions,1
1989,11,galaxies: intergalactic medium,1
1989,11,galaxies: internal motions,1
1989,11,galaxies: interstellar matter,1
1989,11,galaxies: structure,1
1989,11,gamma ray bursts,1
1989,11,gas density,1
1989,11,gas detectors,1
1989,11,gas dynamics,1
1989,11,ginga satellite,1
1989,11,gravitational effects,1
1989,11,h lines,1
1989,11,high resolution,1
1989,11,hubble constant,1
1989,11,hydrodynamics,1
1989,11,infrared: sources,1
1989,11,instruments,1
1989,11,interacting galaxies,1
1989,11,interstellar chemistry,1
1989,11,interstellar gas,1
1989,11,iron,1
1989,11,iue,1
1989,11,light (visible radiation),1
1989,11,light modulation,1
1989,11,line identifications,1
1989,11,line of sight,1
1989,11,luminous intensity,1
1989,11,m stars,1
1989,11,magnetic fields,1
1989,11,magnetic flux,1
1989,11,maser pumping,1
1989,11,methyl alcohol,1
1989,11,microchannel plates,1
1989,11,microwave spectra,1
1989,11,millimeter waves,1
1989,11,mission planning,1
1989,11,models,1
1989,11,molecular energy levels,1
1989,11,molecular spectra,1
1989,11,monte carlo method,1
1989,11,nebulae,1
1989,11,neutron stars,1
1989,11,optical coupling,1
1989,11,optical fibers,1
1989,11,orbital elements,1
1989,11,orion constellation,1
1989,11,particle acceleration,1
1989,11,peculiar stars,1
1989,11,performance prediction,1
1989,11,photoionization of atoms and ions,1
1989,11,photometry,1
1989,11,position errors,1
1989,11,position sensing,1
1989,11,positron annihilation,1
1989,11,quasars: accretion disks,1
1989,11,quasars: energy distribution,1
1989,11,quasars: uv spectra,1
1989,11,quasars: x rays,1
1989,11,radiation detectors,1
1989,11,radiation distribution,1
1989,11,radio sources: 21 cm radiation,1
1989,11,radio sources: general,1
1989,11,radio sources: lines,1
1989,11,relativistic particles,1
1989,11,relic radiation,1
1989,11,rosat mission,1
1989,11,satellite observation,1
1989,11,scintillation counters,1
1989,11,scorpius constellation,1
1989,11,seeing (astronomy),1
1989,11,seyfert galaxies,1
1989,11,seyfert galaxies: x-ray spectra,1
1989,11,shock wave propagation,1
1989,11,shock waves,1
1989,11,signal to noise ratios,1
1989,11,sky surveys (astronomy),1
1989,11,solar atmosphere,1
1989,11,solar magnetic field,1
1989,11,solar physics,1
1989,11,sound waves,1
1989,11,southern sky,1
1989,11,spacecraft instrumentation,1
1989,11,spatial distribution,1
1989,11,spatial resolution,1
1989,11,spectral line width,1
1989,11,spectral signatures,1
1989,11,spectrometers,1
1989,11,spectrophotometry,1
1989,11,spectroscopic analysis,1
1989,11,stars: binaries,1
1989,11,stars: individual alphanumeric: gx 1,1
1989,11,stars: individual alphanumeric: sn 1987a,1
1989,11,stars: rotation,1
1989,11,stars: supernovae,1
1989,11,stars: x-rays,1
1989,11,stellar color,1
1989,11,stellar composition,1
1989,11,stellar mass accretion,1
1989,11,stellar models,1
1989,11,stellar parallax,1
1989,11,stellar rotation,1
1989,11,stellar systems,1
1989,11,sulfides,1
1989,11,sun: chromosphere,1
1989,11,supernova 1987a,1
1989,11,surveys,1
1989,11,telescopes,1
1989,11,temperature distribution,1
1989,11,thermal radiation,1
1989,11,three body problem,1
1989,11,time measurement,1
1989,11,u.s.s.r. space program,1
1989,11,very long base interferometry,1
1989,11,virgo galactic cluster,1
1989,11,visible spectrum,1
1989,11,x ray astrophysics facility,1
1989,11,x ray spectroscopy,1
1989,11,x ray stars,1
1989,11,x-ray background,1
1989,11,x-ray background: active galactic nuclei,1
1989,11,x-ray sources: iron lines,1
1989,11,x-ray telescopes: space instrumentation,1
1989,11,x-rays: binaries,1
1989,11,zeeman and stark effects,1
1989,12,a stars,1
1989,12,absorption spectra,1
1989,12,accretion disks,1
1989,12,adaptive optics,1
1989,12,andromeda galaxy,1
1989,12,astrometry,1
1989,12,astronomical catalogs,1
1989,12,astronomical observatories,1
1989,12,astronomical spectroscopy,1
1989,12,atmospheric circulation,1
1989,12,b stars,1
1989,12,black holes (astronomy),1
1989,12,blue stars,1
1989,12,broken symmetry,1
1989,12,cassiopeia constellation,1
1989,12,cepheus constellation,1
1989,12,cerenkov radiation,1
1989,12,charge coupled devices,1
1989,12,circular orbits,1
1989,12,clusters: dynamics,1
1989,12,color,1
1989,12,computer graphics,1
1989,12,computerized simulation,1
1989,12,constraints,1
1989,12,convolution integrals,1
1989,12,cool stars,1
1989,12,cooling flows (astrophysics),1
1989,12,coronagraphs,1
1989,12,cosmic background radiation,1
1989,12,cosmic ray showers,1
1989,12,cosmic rays,1
1989,12,cosmic rays: general,1
1989,12,cosmology,1
1989,12,diffuse radiation,1
1989,12,display devices,1
1989,12,domain wall,1
1989,12,early stars,1
1989,12,eccentricity,1
1989,12,eclipsing binary stars,1
1989,12,electron energy,1
1989,12,electron impact,1
1989,12,equilibrium equations,1
1989,12,expansion,1
1989,12,f stars,1
1989,12,faint objects,1
1989,12,far infrared radiation,1
1989,12,flux density,1
1989,12,galactic clusters,1
1989,12,galactic evolution,1
1989,12,galactic radiation,1
1989,12,galaxies: clustering,1
1989,12,galaxies: distances,1
1989,12,galaxies: individual,1
1989,12,galaxies: jets,1
1989,12,galaxies: nuclei,1
1989,12,galaxies: seyfert,1
1989,12,galaxies: the galaxy,1
1989,12,galaxies: x-rays,1
1989,12,gamma ray astronomy,1
1989,12,gamma ray telescopes,1
1989,12,gamma rays,1
1989,12,giant stars,1
1989,12,grand unified theory,1
1989,12,gravitational collapse,1
1989,12,grazing incidence,1
1989,12,h alpha line,1
1989,12,heao 2,1
1989,12,helium,1
1989,12,herbig-haro objects: continuum radiation,1
1989,12,herbig-haro objects: contour maps,1
1989,12,herbig-haro objects: surveys,1
1989,12,high energy interactions,1
1989,12,high resolution,1
1989,12,hydrogen,1
1989,12,image analysis,1
1989,12,image intensifiers,1
1989,12,image processing: radio astronomy,1
1989,12,image reconstruction,1
1989,12,imaging techniques,1
1989,12,instrumentation and photography,1
1989,12,ionized gases,1
1989,12,kepler laws,1
1989,12,kinematics,1
1989,12,light curve,1
1989,12,low pass filters,1
1989,12,mass distribution,1
1989,12,mass to light ratios,1
1989,12,mathematical models,1
1989,12,maximum entropy method,1
1989,12,meteorites,1
1989,12,molecular clouds: ammonia,1
1989,12,molecular clouds: bipolar outflows,1
1989,12,molecular clouds: radio radiation,1
1989,12,molecules,1
1989,12,morphology,1
1989,12,near infrared radiation,1
1989,12,nebulae: individual alphanumeric: w31,1
1989,12,nebulae: individual alphanumeric: w33,1
1989,12,nebulae: supernova remnants,1
1989,12,nonequilibrium thermodynamics,1
1989,12,nonthermal radiation,1
1989,12,orbital mechanics,1
1989,12,photodissociation,1
1989,12,photoionization,1
1989,12,planetary evolution,1
1989,12,protoplanets,1
1989,12,protostars,1
1989,12,pulsars: globular clusters,1
1989,12,pulsars: progenitors,1
1989,12,pulsars: stellar evolution,1
1989,12,radial velocities,1
1989,12,radial velocity,1
1989,12,radiant flux density,1
1989,12,radiation mechanisms,1
1989,12,radiation transport,1
1989,12,radio astronomy,1
1989,12,radio galaxies,1
1989,12,radio sources: galaxies,1
1989,12,random walk,1
1989,12,relic radiation,1
1989,12,scaling laws,1
1989,12,seyfert galaxies,1
1989,12,shock fronts,1
1989,12,shock waves,1
1989,12,signal to noise ratios,1
1989,12,solar corona,1
1989,12,solar maximum mission,1
1989,12,solar system,1
1989,12,spatial resolution,1
1989,12,speckle patterns,1
1989,12,specular reflection,1
1989,12,spiral galaxies,1
1989,12,stars: abundances,1
1989,12,stars: atmospheres,1
1989,12,stars: binaries,1
1989,12,stars: circumstellar shells,1
1989,12,stars: faint blue,1
1989,12,stars: individual alphanumeric: sn 1987a,1
1989,12,stars: mass loss,1
1989,12,stars: radio radiation,1
1989,12,stars: stellar dynamics,1
1989,12,stars: subdwarfs,1
1989,12,stars: supernovae,1
1989,12,stars: winds,1
1989,12,stars: wolf-rayet,1
1989,12,stellar cores,1
1989,12,stellar coronas,1
1989,12,stellar envelopes,1
1989,12,stellar gravitation,1
1989,12,stellar mass ejection,1
1989,12,stellar motions,1
1989,12,stellar radiation,1
1989,12,stellar rotation,1
1989,12,string theory,1
1989,12,subdwarf stars,1
1989,12,time dependence,1
1989,12,toruses,1
1989,12,triple stars,1
1989,12,turbulence,1
1989,12,ubv spectra,1
1989,12,ultraviolet radiation,1
1989,12,ultraviolet spectroscopy,1
1989,12,universe,1
1989,12,variable stars,1
1989,12,velocity distribution,1
1989,12,velocity measurement,1
1989,12,viscous flow,1
1989,12,visible spectrum,1
1989,12,wave fronts,1
1989,12,white dwarf stars,1
1989,12,wolf-rayet stars,1
1989,12,x ray binaries,1
1989,12,x ray sources,1
1989,1,04.20.fy,1
1989,1,1928-,1
1989,1,52.25.gj,1
1989,1,52.35.ra,1
1989,1,52.55.fa,1
1989,1,95.30.cq,1
1989,1,98.60.ac,1
1989,1,98.60.jk,1
1989,1,98.60.km,1
1989,1,abundance,1
1989,1,accretion disks,1
1989,1,achondrites,1
1989,1,active galactic nuclei: radiation mechanisms,1
1989,1,active galactic nuclei: uv continuum,1
1989,1,alh meteorites,1
1989,1,aluminum,1
1989,1,anisotropy,1
1989,1,antarctic meteorites,1
1989,1,antarctic regions,1
1989,1,apollo 15 flight,1
1989,1,aspect ratio,1
1989,1,astrometry,1
1989,1,astronomical maps,1
1989,1,astronomical photography,1
1989,1,astronomical spectroscopy,1
1989,1,astrophysics; comets,1
1989,1,atlases,1
1989,1,atmospheric chemistry,1
1989,1,atmospheric models,1
1989,1,atomic energy levels,1
1989,1,attitude control,1
1989,1,b stars,1
1989,1,background radiation,1
1989,1,bernard f.,1
1989,1,black holes (astronomy),1
1989,1,blue stars,1
1989,1,brightness,1
1989,1,burke,1
1989,1,calcium,1
1989,1,canonical formalism lagrangians and variational principles,1
1989,1,carbonaceous chondrites,1
1989,1,cataclysmic variables,1
1989,1,center of gravity,1
1989,1,cerenkov counters,1
1989,1,cerenkov radiation,1
1989,1,chemical composition,1
1989,1,chemical equilibrium,1
1989,1,chondrites,1
1989,1,circular polarization,1
1989,1,clusters: globular,1
1989,1,comets,1
1989,1,comparisons,1
1989,1,computerized simulation,1
1989,1,constraints,1
1989,1,coronographs: space instrumentation,1
1989,1,coronographs: uv radiation,1
1989,1,cosmic dust,1
1989,1,cosmic rays,1
1989,1,cryogenic cooling,1
1989,1,crystal structure,1
1989,1,crystallinity,1
1989,1,density distribution,1
1989,1,diagrams,1
1989,1,differential equations,1
1989,1,digital simulation,1
1989,1,discrete functions,1
1989,1,dwarf galaxies,1
1989,1,dwarf stars,1
1989,1,dynamo theory,1
1989,1,earth orbits,1
1989,1,echelle gratings,1
1989,1,electromagnetic radiation,1
1989,1,elementary particle processes,1
1989,1,elliptical galaxies,1
1989,1,emissions,1
1989,1,eucrites,1
1989,1,extremely low radio frequencies,1
1989,1,fabry-perot interferometers,1
1989,1,field of view,1
1989,1,field studies,1
1989,1,filaments,1
1989,1,flow velocity,1
1989,1,fluctuation and chaos phenomena,1
1989,1,flux density,1
1989,1,forbidden bands,1
1989,1,forbidden lines,1
1989,1,frequency stability,1
1989,1,galactic clusters,1
1989,1,galactic mass,1
1989,1,galactic radiation,1
1989,1,galaxies elliptical lenticular;cd,1
1989,1,galaxies: clustering,1
1989,1,galaxies: formation,1
1989,1,galaxies: individual messier number: m33,1
1989,1,galaxies: individual messier number: m87,1
1989,1,galaxies: intergalactic medium,1
1989,1,galaxies: jets,1
1989,1,galaxies: redshifts,1
1989,1,galaxies: seyfert,1
1989,1,galaxies: the galaxy,1
1989,1,gamma ray observatory,1
1989,1,gamma ray spectra,1
1989,1,gamma rays,1
1989,1,gaseous diffusion,1
1989,1,general relativity,1
1989,1,giant stars,1
1989,1,globular clusters,1
1989,1,grain size,1
1989,1,gravitation,1
1989,1,"gravitation, relativity, cosmology; astronomy/astrophysics; geophysics/geodesy",1
1989,1,gravitational collapse,1
1989,1,gravitational lenses: congresses,1
1989,1,gravitational lensing,1
1989,1,gravity gradient satellites,1
1989,1,gravity probe b,1
1989,1,h i regions,1
1989,1,halley,1
1989,1,halley's comet,1
1989,1,halos,1
1989,1,high energy interactions,1
1989,1,high tc superconductor,1
1989,1,high temperature,1
1989,1,highlands,1
1989,1,hmc instrument,1
1989,1,hydrogen atoms,1
1989,1,image processing,1
1989,1,imagery,1
1989,1,induction (mathematics),1
1989,1,inelastic collisions,1
1989,1,infrared astronomy,1
1989,1,infrared astronomy satellite,1
1989,1,infrared astronomy: space instrumentation,1
1989,1,infrared imagery,1
1989,1,instabilities,1
1989,1,instrumentation and photography,1
1989,1,interferometry,1
1989,1,intergalactic media,1
1989,1,interstellar extinction,1
1989,1,interstellar masers,1
1989,1,interstellar: grains,1
1989,1,ion distribution,1
1989,1,ionized gases,1
1989,1,ionizing radiation,1
1989,1,ism clouds,1
1989,1,italian space program,1
1989,1,iue,1
1989,1,k stars,1
1989,1,kinetic energy,1
1989,1,l3 chondrites,1
1989,1,l6 chondrites,1
1989,1,laser range finders,1
1989,1,lattice instability,1
1989,1,light emission,1
1989,1,limb brightening,1
1989,1,line shape,1
1989,1,local group (astronomy),1
1989,1,luminous arcs,1
1989,1,lunar and planetary exploration,1
1989,1,lunar and planetary exploration; moon,1
1989,1,lunar geology,1
1989,1,lunar rangefinding,1
1989,1,lunar rocks,1
1989,1,magnesium,1
1989,1,magnetic clouds,1
1989,1,magnetic field configurations,1
1989,1,magnetic measurement,1
1989,1,main sequence stars,1
1989,1,mantle,1
1989,1,maps,1
1989,1,maser outputs,1
1989,1,masers,1
1989,1,mass distribution,1
1989,1,mathematical models,1
1989,1,mercury (planet),1
1989,1,mesosiderites,1
1989,1,metallicity,1
1989,1,meteoritic composition,1
1989,1,meteors;meteoroids,1
1989,1,microgravity applications,1
1989,1,microlensing,1
1989,1,mineralogy,1
1989,1,minor planets: discoveries,1
1989,1,minor planets: methods of observation,1
1989,1,molecular flow,1
1989,1,molecular outflows: ammonia,1
1989,1,molecular outflows: vla maps,1
1989,1,molecular outflows: young stars,1
1989,1,moon: mineralogy,1
1989,1,moon: petrography,1
1989,1,multicolor photometry: standard stars,1
1989,1,narrowband,1
1989,1,nasa space programs,1
1989,1,nebula,1
1989,1,nebulae: crab nebula,1
1989,1,nebulae: supernova remnants,1
1989,1,neutral gases,1
1989,1,noise generators,1
1989,1,noise spectra,1
1989,1,northern hemisphere,1
1989,1,nucleosynthesis,1
1989,1,optical polarization,1
1989,1,orbit calculation,1
1989,1,orbital space tests,1
1989,1,organic materials,1
1989,1,oxygen,1
1989,1,oxygen vacancy readjustments,1
1989,1,pairing,1
1989,1,parameterization,1
1989,1,particle mass,1
1989,1,perturbation theory,1
1989,1,petrography,1
1989,1,phobos,1
1989,1,photodissociation,1
1989,1,photographic plates,1
1989,1,photometric standards: magellanic clouds,1
1989,1,photometry,1
1989,1,physics: elementary particles and high energy,1
1989,1,pixels,1
1989,1,planetary orbits,1
1989,1,plasma turbulence,1
1989,1,point sources,1
1989,1,pressure distribution,1
1989,1,pressure effects,1
1989,1,protoplanets,1
1989,1,pulsar,1
1989,1,pulsars,1
1989,1,pyroxenes,1
1989,1,quantum theory,1
1989,1,quasars: uv continuum,1
1989,1,radial velocities,1
1989,1,radial velocity,1
1989,1,radiation distribution,1
1989,1,radiative transfer,1
1989,1,radio antennas,1
1989,1,radio communication,1
1989,1,radio jets (astronomy),1
1989,1,radio sources: galaxies,1
1989,1,radio transmitters,1
1989,1,refractories,1
1989,1,reliability engineering,1
1989,1,relic radiation,1
1989,1,rigid structures,1
1989,1,rotating environments,1
1989,1,rotational spectra,1
1989,1,runge-kutta method,1
1989,1,satellite-borne instruments,1
1989,1,secondary emission,1
1989,1,seyfert galaxies,1
1989,1,shear flow,1
1989,1,signal analysis,1
1989,1,solar corona: extreme uv,1
1989,1,solar interior,1
1989,1,solar limb,1
1989,1,solar system,1
1989,1,solid state devices,1
1989,1,solids,1
1989,1,space communication,1
1989,1,"space communications, spacecraft communications, command and tracking",1
1989,1,space infrared telescope facility,1
1989,1,space laboratories,1
1989,1,space radiation,1
1989,1,space station payloads,1
1989,1,space stations,1
1989,1,spacecraft antennas,1
1989,1,spacecraft observations,1
1989,1,spacetennas,1
1989,1,speckle patterns,1
1989,1,spectroscopic analysis,1
1989,1,spectroscopy,1
1989,1,star clusters,1
1989,1,star formation rate,1
1989,1,starburst galaxies,1
1989,1,stars: abundances,1
1989,1,stars: atmospheres,1
1989,1,stars: be,1
1989,1,stars: binaries,1
1989,1,stars: circumstellar shells,1
1989,1,stars: formation,1
1989,1,stars: individual,1
1989,1,stars: individual alphanumeric: sn 1987a,1
1989,1,stars: late-type,1
1989,1,stars: supernovae,1
1989,1,stars: symbiotic,1
1989,1,stars: white dwarfs,1
1989,1,stellar envelopes,1
1989,1,stellar magnetic fields,1
1989,1,stellar mass,1
1989,1,stellar mass ejection,1
1989,1,stellar motions,1
1989,1,stellar orbits,1
1989,1,stellar oscillations,1
1989,1,stellar radiation,1
1989,1,stellar spectrophotometry,1
1989,1,stellar winds,1
1989,1,stony meteorites,1
1989,1,string theory,1
1989,1,structural design,1
1989,1,superconductivity,1
1989,1,supernova 1987a in lmc,1
1989,1,supernovae: progenitors,1
1989,1,surface,1
1989,1,symbiotic stars,1
1989,1,synchrotron radiation,1
1989,1,techniques,1
1989,1,techniques miscellaneous,1
1989,1,technological forecasting,1
1989,1,technology assessment,1
1989,1,temperature effects,1
1989,1,thermal expansion,1
1989,1,tokamaks spherical tokamaks,1
1989,1,ultraviolet: spectra,1
1989,1,universe,1
1989,1,ureilites,1
1989,1,very large array telescopes: congresses,1
1989,1,very long baseline interferometry: congresses,1
1989,1,very low frequencies,1
1989,1,virgo galactic cluster,1
1989,1,weathering,1
1989,1,white dwarf stars,1
1989,1,x ray binaries,1
1989,1,x rays: elliptical galaxies,1
1989,1,x rays: spiral galaxies,1
1989,1,x-ray binaries: accretion,1
1989,1,x-ray binaries: black holes,1
1989,1,x-ray binaries: neutron stars,1
1989,1,x-ray binaries: radio radiation,1
1989,1,x-ray binaries: x-ray spectra,1
1989,1,x-rays: binaries,1
1989,2,14.60.gh,1
1989,2,14.80.ly,1
1989,2,15295,1
1989,2,98.60.ln,1
1989,2,98.80.es,1
1989,2,anisotropy,1
1989,2,apollo 15,1
1989,2,apollo 15 flight,1
1989,2,astronomical spectroscopy,1
1989,2,balloon-borne instruments,1
1989,2,blue stars,1
1989,2,breccia,1
1989,2,breccias,1
1989,2,ca ii emission,1
1989,2,calcium,1
1989,2,calibrating,1
1989,2,cepheid variables,1
1989,2,clasts,1
1989,2,clusters: globular,1
1989,2,color-magnitude diagram,1
1989,2,composition,1
1989,2,conductive heat transfer,1
1989,2,cool stars,1
1989,2,coolers,1
1989,2,cooling flows (astrophysics),1
1989,2,cosmic x rays,1
1989,2,crust,1
1989,2,crystallization,1
1989,2,cumlates,1
1989,2,cygnus constellation,1
1989,2,depth,1
1989,2,electromagnetic interference,1
1989,2,electron density (concentration),1
1989,2,electronics and electrical engineering,1
1989,2,energy dissipation,1
1989,2,evolution (development),1
1989,2,failure analysis,1
1989,2,faraday effect,1
1989,2,forbidden transitions,1
1989,2,formation,1
1989,2,galactic clusters,1
1989,2,galactic evolution,1
1989,2,galactic nuclei,1
1989,2,galactic rotation,1
1989,2,galaxies: clustering,1
1989,2,galaxies: internal motions,1
1989,2,galaxies: interstellar matter,1
1989,2,galaxies: stellar content,1
1989,2,galaxies: the galaxy,1
1989,2,gamma ray astronomy,1
1989,2,gas pressure,1
1989,2,globular clusters,1
1989,2,heao 2,1
1989,2,high temperature,1
1989,2,histograms,1
1989,2,hydromagnetics,1
1989,2,hydroxyl emission,1
1989,2,instrumentation and photography,1
1989,2,interstellar gas,1
1989,2,interstellar: molecules,1
1989,2,laboratory studies,1
1989,2,low temperature,1
1989,2,lunar,1
1989,2,lunar and planetary exploration; moon,1
1989,2,lunar crust,1
1989,2,lunar geology,1
1989,2,lunar surface,1
1989,2,magnetic effects,1
1989,2,magnetic fields,1
1989,2,magnetic flux,1
1989,2,magnetohydrodynamic stability,1
1989,2,magnetohydrodynamics,1
1989,2,main sequence stars,1
1989,2,markarian galaxies,1
1989,2,mass distribution,1
1989,2,mass to light ratios,1
1989,2,mean free path,1
1989,2,metamorphism,1
1989,2,mineralogy,1
1989,2,missing mass (astrophysics),1
1989,2,moon,1
1989,2,nebulae,1
1989,2,nebulae: individual,1
1989,2,nebulae: individual alphanumeric: l1551 (lynds 1551),1
1989,2,nebulae: internal motions,1
1989,2,nebulae: supernova remnants,1
1989,2,noise (sound),1
1989,2,nuclear astrophysics,1
1989,2,observational cosmology,1
1989,2,optical thickness,1
1989,2,origin,1
1989,2,particle flux density,1
1989,2,performance tests,1
1989,2,photodissociation,1
1989,2,photomicrographs,1
1989,2,photosphere,1
1989,2,polarimetry,1
1989,2,polarization,1
1989,2,polarization characteristics,1
1989,2,position sensing,1
1989,2,pulsars,1
1989,2,pumping,1
1989,2,radial velocity,1
1989,2,radiant flux density,1
1989,2,radiation distribution,1
1989,2,radio sources: general,1
1989,2,radio sources: identifications,1
1989,2,radio spectra,1
1989,2,recrystallization,1
1989,2,red giant stars,1
1989,2,refrigerators,1
1989,2,regolith,1
1989,2,relativity,1
1989,2,reliability engineering,1
1989,2,samples,1
1989,2,scintillation counters,1
1989,2,shock loads,1
1989,2,silicon oxides,1
1989,2,sodium iodides,1
1989,2,solar activity,1
1989,2,solar corona,1
1989,2,solar cosmic rays,1
1989,2,solar flux,1
1989,2,solar neutrinos,1
1989,2,solar radiation,1
1989,2,solar spectra,1
1989,2,solar wind,1
1989,2,southern sky,1
1989,2,spiral galaxies,1
1989,2,star formation,1
1989,2,starburst galaxies,1
1989,2,stars: cepheids,1
1989,2,stars: chromospheres,1
1989,2,stars: high-velocity,1
1989,2,stars: individual constellation name: r cassiopeiae,1
1989,2,stars: late-type,1
1989,2,stars: long-period variables,1
1989,2,stars: population ii,1
1989,2,stars: pre--main-sequence,1
1989,2,stars: proper-motion,1
1989,2,stars: rr lyrae,1
1989,2,stars: subdwarfs,1
1989,2,stars: supernovae,1
1989,2,stars: variable,1
1989,2,stars: weak-line,1
1989,2,stars: winds,1
1989,2,stellar atmospheres,1
1989,2,stellar color,1
1989,2,stellar evolution,1
1989,2,stellar luminosity,1
1989,2,stellar magnetic fields,1
1989,2,stellar magnitude,1
1989,2,stellar mass,1
1989,2,stellar models,1
1989,2,stellar motions,1
1989,2,stellar structure,1
1989,2,stellar temperature,1
1989,2,stellar winds,1
1989,2,sun: corona,1
1989,2,sun: magnetic fields,1
1989,2,sun: solar wind,1
1989,2,supernova remnants,1
1989,2,supernovae,1
1989,2,supersymmetric partners of known particles,1
1989,2,systems integration,1
1989,2,t tauri stars,1
1989,2,tables (data),1
1989,2,temperature profiles,1
1989,2,thallium,1
1989,2,thermal instability,1
1989,2,time dependence,1
1989,2,troctolite,1
1989,2,ultraviolet radiation,1
1989,2,universe,1
1989,2,variable stars,1
1989,2,velocity distribution,1
1989,2,very large array (vla),1
1989,2,vibration,1
1989,2,x ray binaries,1
1989,2,x ray imagery,1
1989,2,x ray sources,1
1989,2,x ray telescopes,1
1989,2,x-ray telescopes: balloon-borne,1
1989,2,x-rays: general,1
1989,3,06.20.jr,1
1989,3,11.30.-j,1
1989,3,13.30.ce,1
1989,3,97.60.lf,1
1989,3,absorption spectra,1
1989,3,algorithms,1
1989,3,angular momentum,1
1989,3,angular velocity,1
1989,3,astronomical catalogs,1
1989,3,astronomical photography,1
1989,3,b stars,1
1989,3,balmer series,1
1989,3,black holes,1
1989,3,blue stars,1
1989,3,c-141 aircraft,1
1989,3,carbon stars,1
1989,3,centaurus constellation,1
1989,3,cepheid variables,1
1989,3,characteristics,1
1989,3,clusters: globular,1
1989,3,color-magnitude diagram,1
1989,3,composition,1
1989,3,computational astrophysics,1
1989,3,computer programs,1
1989,3,continuous radiation,1
1989,3,cooling flows (astrophysics),1
1989,3,coronal loops,1
1989,3,cosmic dust,1
1989,3,cosmic x rays,1
1989,3,cosmology,1
1989,3,dark matter,1
1989,3,data sampling,1
1989,3,density distribution,1
1989,3,determination of fundamental constants,1
1989,3,diameter,1
1989,3,dynamo theory,1
1989,3,eclipsing binary stars,1
1989,3,ejection,1
1989,3,elliptical galaxies,1
1989,3,emission,1
1989,3,emissions,1
1989,3,encke comet,1
1989,3,energy levels,1
1989,3,error analysis,1
1989,3,faint objects,1
1989,3,far infrared radiation,1
1989,3,fast fourier transformations,1
1989,3,fortran,1
1989,3,galaxies: clustering,1
1989,3,galaxies: individual messier number: m87,1
1989,3,galaxies: individual ngc number: ngc 3783,1
1989,3,galaxies: individual ngc number: ngc 5253,1
1989,3,galaxies: internal motions,1
1989,3,galaxies: magellanic clouds,1
1989,3,galaxies: redshifts,1
1989,3,galaxies: seyfert,1
1989,3,galaxies: stellar content,1
1989,3,galaxies: structure,1
1989,3,gas density,1
1989,3,geocentric coordinates,1
1989,3,giant stars,1
1989,3,globular clusters,1
1989,3,gravitational fields,1
1989,3,grigg-skjellerup comet,1
1989,3,h beta line,1
1989,3,h lines,1
1989,3,heating,1
1989,3,high resolution,1
